"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000125775",97.1223898982427,1.15515938389889,0.151790450990777,7.61022433465911,2.73620573155565e-14,3.27538227150008e-12,"SDCBP2"
"ENSG00000197291",41.1512934739779,-1.0206025985545,0.134274441537333,-7.60087017953249,2.94146076848734e-14,3.50264836222388e-12,"RAMP2-AS1"
"ENSG00000152779",24.4780558209838,-1.08999161370999,0.14349005081205,-7.59628704249126,3.04748152173277e-14,3.60014688035888e-12,"SLC16A12"
"ENSG00000249352",15.1179821964568,1.33583678148314,0.175861292720884,7.59596816795434,3.05499625355815e-14,3.60014688035888e-12,"ENSG00000249352"
"ENSG00000173926",62.1555406694219,0.728228121273465,0.0959836500147285,7.58700175667126,3.27392650562149e-14,3.83825693009563e-12,"MARCH3"
"ENSG00000111319",1437.69868603591,0.528648860525924,0.0697465687654498,7.57956799715429,3.46707455942605e-14,4.04385352715826e-12,"SCNN1A"
"ENSG00000120457",50.0477618839477,-1.020171090532,0.135086439196952,-7.55198742817274,4.28665874920568e-14,4.97427380571091e-12,"KCNJ5"
"ENSG00000164292",513.065798588281,-0.551965788137736,0.0732342175885893,-7.53699303839819,4.80931992995361e-14,5.55244530390177e-12,"RHOBTB3"
"ENSG00000133985",266.92290731674,0.989159978297775,0.1313825968244,7.52885086918964,5.11888056275956e-14,5.87999088481835e-12,"TTC9"
"ENSG00000116039",57.178497145117,-1.10922962348853,0.148002170287594,-7.49468485045254,6.64578473491974e-14,7.58342457064458e-12,"ATP6V1B1"
"ENSG00000154065",146.274376983814,-0.735239658354112,0.0981073380881983,-7.49423715576844,6.66850560204412e-14,7.58342457064458e-12,"ANKRD29"
"ENSG00000102854",302.978701163263,1.22259404848674,0.163175616350095,7.49250455327619,6.7571584426281e-14,7.6460105283151e-12,"MSLN"
"ENSG00000106571",404.26203705964,-0.55308378755938,0.0738430251281553,-7.48999362633772,6.88769586527511e-14,7.75513637424837e-12,"GLI3"
"ENSG00000115590",108.855991245454,1.52366943790545,0.203826672097429,7.47531921228216,7.70166722669479e-14,8.62890243369193e-12,"IL1R2"
"ENSG00000113719",1112.51162900727,0.402896349518863,0.0539132540609101,7.47304826126205,7.83580925727904e-14,8.73615910527228e-12,"ERGIC1"
"ENSG00000118946",168.38646303659,-0.903674164951824,0.121018087495958,-7.46726529604101,8.18785873577786e-14,9.08412971153813e-12,"PCDH17"
"ENSG00000197993",64.7304223811174,-1.02521315332844,0.13739120458379,-7.4619998888153,8.52189574054924e-14,9.40883479238116e-12,"KEL"
"ENSG00000171004",60.4096812965311,1.28841403217296,0.173097509179905,7.4432846450371,9.82121503968444e-14,1.07910007179992e-11,"HS6ST2"
"ENSG00000124507",18.4959587633091,1.43359238136668,0.19263668454661,7.44194899710191,9.92105294645184e-14,1.08482898179856e-11,"PACSIN1"
"ENSG00000140497",592.83685058463,0.485511817910448,0.0652466583374549,7.44117523075874,9.97934656478771e-14,1.08598209698340e-11,"SCAMP2"
"ENSG00000121552",367.23012491335,1.52469983099923,0.205217881805968,7.42966362181252,1.08874194509145e-13,1.17915937138857e-11,"CSTA"
"ENSG00000169302",164.411049426945,-0.687188833717557,0.0926347604370284,-7.41826103371527,1.18668047517383e-13,1.26120844520344e-11,"STK32A"
"ENSG00000235109",313.972222330878,0.683480663728921,0.0921232380096059,7.41919930840526,1.17830485071995e-13,1.26120844520344e-11,"ZSCAN31"
"ENSG00000249859",170.84513356956,0.754852283485139,0.101731484898938,7.42004586126922,1.17079786369478e-13,1.26120844520344e-11,"PVT1"
"ENSG00000250420",40.646527714563,-1.13720398868403,0.153294327673933,-7.41843488888209,1.18512413194439e-13,1.26120844520344e-11,"AACSP1"
"ENSG00000242732",102.414460089045,-0.645319854365193,0.0870999682078444,-7.40895625616398,1.2729728230318e-13,1.34039323551089e-11,"RGAG4"
"ENSG00000253417",9.59876644093184,1.42523864945446,0.192362026237299,7.40914762301513,1.27113748879507e-13,1.34039323551089e-11,"ENSG00000253417"
"ENSG00000144857",622.143803971987,-0.620803406302988,0.0838041216870609,-7.40779085569532,1.28420613123232e-13,1.34599005754598e-11,"BOC"
"ENSG00000086205",104.639839993504,1.01628665704977,0.13727167110833,7.40346969512562,1.32671449603772e-13,1.38416488522394e-11,"FOLH1"
"ENSG00000117472",4976.20547382643,0.986943619795498,0.133367473663369,7.40018231346743,1.35997652171215e-13,1.41238840227493e-11,"TSPAN1"
"ENSG00000105866",287.363932834014,-0.443537384317779,0.0601117398615349,-7.37854843894803,1.60024571668163e-13,1.65436311728214e-11,"SP4"
"ENSG00000184254",453.72499785268,0.973452311394084,0.132141195119371,7.36675879550438,1.74826382766014e-13,1.79920871023992e-11,"ALDH1A3"
"ENSG00000138696",741.900908724824,0.643545126370272,0.087395497418923,7.36359589883095,1.79021081645508e-13,1.83407904547091e-11,"BMPR1B"
"ENSG00000117450",2269.78592399852,0.892428902898054,0.121704413826022,7.33275708614638,2.25465392258947e-13,2.29954478992713e-11,"PRDX1"
"ENSG00000099337",89.8932019868863,0.706511432734542,0.0964402397901767,7.32589875628354,2.37302900402792e-13,2.40947194944692e-11,"KCNK6"
"ENSG00000249599",10.0331486199749,1.41488166565,0.193233476314001,7.32213533927653,2.44055822359775e-13,2.46702472166699e-11,"ENSG00000249599"
"ENSG00000085831",266.754675987886,0.717532240996914,0.0980739799898904,7.31623455141596,2.5502575108508e-13,2.56650693923852e-11,"TTC39A"
"ENSG00000108924",1100.19139026973,-0.609161729994452,0.0834677790174487,-7.29816627643954,2.91716001113896e-13,2.92281441820901e-11,"HLF"
"ENSG00000154305",1258.60054047786,0.438454699818551,0.0601339744137813,7.29129754174484,3.06983945621366e-13,3.06229949965454e-11,"MIA3"
"ENSG00000101445",292.26474817442,-0.854856002420347,0.117468642674199,-7.27731233595081,3.40536225355897e-13,3.38216415261769e-11,"PPP1R16B"
"ENSG00000114019",491.96904321303,-0.492740172545965,0.067723116371259,-7.27580476132783,3.4436132560709e-13,3.40528434330768e-11,"AMOTL2"
"ENSG00000205795",78.3854834792155,-0.944154673200998,0.12979231816876,-7.27434941082861,3.48093935925895e-13,3.42729371372232e-11,"CYS1"
"ENSG00000181444",47.5083500101821,1.0114197966473,0.139065144749833,7.27299280108442,3.51609067009128e-13,3.44698130174811e-11,"ZNF467"
"ENSG00000115339",601.850795643518,0.687907512616,0.0947010675103142,7.26398899929062,3.75838587878674e-13,3.66870079086376e-11,"GALNT3"
"ENSG00000144619",122.190992437757,-0.837816706790802,0.115688461569808,-7.24200750379289,4.42091383370314e-13,4.26056204380272e-11,"CNTN4"
"ENSG00000197892",908.992114471287,0.345028499149341,0.0476412317145166,7.24222457590676,4.41384166675965e-13,4.26056204380272e-11,"KIF13B"
"ENSG00000243486",10.8985770700058,1.58039039051714,0.218217843477911,7.24226014394241,4.41268392686301e-13,4.26056204380272e-11,"ENSG00000243486"
"ENSG00000144452",128.362294795338,1.13412816056757,0.156807732995125,7.2326035132644,4.73821227283513e-13,4.54708438537393e-11,"ABCA12"
"ENSG00000105929",154.12482748635,1.01584269861631,0.140612536230484,7.22441060981361,5.03279779822718e-13,4.78937042355142e-11,"ATP6V0A4"
"ENSG00000173258",274.957345009259,-0.580342788263133,0.0803265101370373,-7.22479773206961,5.01848222854857e-13,4.78937042355142e-11,"ZNF483"
"ENSG00000198722",839.264283548848,0.426797671139962,0.0591285246493431,7.21813496397976,5.27053951388583e-13,4.99471461265913e-11,"UNC13B"
"ENSG00000206072",608.050651055304,1.11004772284944,0.153915677823219,7.21205103046349,5.51153099056111e-13,5.20142161200506e-11,"SERPINB11"
"ENSG00000254799",18.4141767269424,1.08194415500895,0.150262916457879,7.2003404466879,6.00624031594373e-13,5.64487312999274e-11,"SLC25A47P1"
"ENSG00000163328",474.70584525225,-0.679784069357251,0.0945059394387326,-7.19303012482034,6.3368953720509e-13,5.93112544616978e-11,"GPR155"
"ENSG00000170608",44.9479366571901,1.2828389869515,0.178527772756165,7.18565502244638,6.68857344416261e-13,6.23462763991944e-11,"FOXA3"
"ENSG00000060709",40.8596806985075,0.792732267114172,0.110359746003276,7.18316502006667,6.81158003298867e-13,6.32337046001201e-11,"RIMBP2"
"ENSG00000240216",10.6785442236659,1.29597981280399,0.180638966680081,7.17441998602233,7.2614375843993e-13,6.71358278128364e-11,"CPHL1P"
"ENSG00000103222",1384.05827070359,0.569522684973336,0.0794820027704395,7.16542946984156,7.75430715669683e-13,7.14024137538108e-11,"ABCC1"
"ENSG00000066933",1318.96549276017,-0.268287316902832,0.03749016387943,-7.1562054987451,8.29407828509864e-13,7.60647244017272e-11,"MYO9A"
"ENSG00000022567",526.90721153206,0.550011345298266,0.0768800853485272,7.15414587282066,8.41954977462102e-13,7.69053172987873e-11,"SLC45A4"
"ENSG00000087086",4385.91186653266,0.659116278132684,0.0921889948025324,7.14961996867958,8.70184696125086e-13,7.91659229146758e-11,"FTL"
"ENSG00000127324",766.336521765225,1.02947568296485,0.144153700459481,7.14151409005427,9.23084110902465e-13,8.36439243759588e-11,"TSPAN8"
"ENSG00000188153",2691.18967908676,-0.487480895356627,0.0682664322205724,-7.1408579517024,9.27501629599536e-13,8.37107026333803e-11,"COL4A5"
"ENSG00000171791",493.437142791287,-0.500662925912407,0.0701351810666022,-7.13854186013955,9.43261465214525e-13,8.47965959084552e-11,"BCL2"
"ENSG00000138413",776.047123922849,0.83262080250234,0.116653315535467,7.13756654648359,9.49976350034068e-13,8.50640240361214e-11,"IDH1"
"ENSG00000129451",92.5620606843109,0.971398293639237,0.136394783046619,7.12196076669018,1.0640234862198e-12,9.49025496885616e-11,"KLK10"
"ENSG00000125999",31964.9245452411,1.23232733430322,0.173298091509824,7.11102657603918,1.15182955372167e-12,1.0233285691346e-10,"BPIFB1"
"ENSG00000107821",42.6391307376113,0.821436403985863,0.115638474735407,7.10348701732182,1.21647780796782e-12,1.07655919316809e-10,"KAZALD1"
"ENSG00000136861",1157.52072542735,0.445386690583197,0.0627594549726173,7.09672655343365,1.27746459199187e-12,1.12421218558829e-10,"CDK5RAP2"
"ENSG00000272482",25.0882583548776,0.859171772857544,0.121070990088846,7.09642972463556,1.28020997215691e-12,1.12421218558829e-10,"ENSG00000272482"
"ENSG00000160182",23.4778422066359,1.42221828408749,0.202076998663433,7.03800181858526,1.95016143954841e-12,1.70594122234958e-10,"TFF1"
"ENSG00000197385",88.4851272039348,0.659628375324973,0.0937861838958876,7.03332141178949,2.01674061706374e-12,1.75742331779685e-10,"ZNF860"
"ENSG00000136155",124.661036018333,1.57165779342716,0.22356687551889,7.02992243273699,2.06648386636171e-12,1.793897292234e-10,"SCEL"
"ENSG00000144724",787.281417551151,-0.507626473465671,0.0722177283789002,-7.02911161650417,2.07852661186715e-12,1.79749084639948e-10,"PTPRG"
"ENSG00000260916",315.69228118922,0.427560705590654,0.0608366209406035,7.02801534635024,2.09491861381402e-12,1.8048041269919e-10,"CCPG1"
"ENSG00000181830",222.028755098468,0.543153300190325,0.0773218427816145,7.02457779911416,2.14714511327218e-12,1.84281767759481e-10,"SLC35C1"
"ENSG00000171302",390.421734343375,0.457735018354783,0.0653697338749443,7.00224693021473,2.51889610637145e-12,2.15375086628994e-10,"CANT1"
"ENSG00000118922",353.056692984333,-0.54111901607494,0.0773189883689911,-6.99852684947901,2.58667795987396e-12,2.20342335278552e-10,"KLF12"
"ENSG00000136379",253.68988495132,0.550638542941798,0.0787426648623234,6.99288681561076,2.69286757624488e-12,2.28532015500424e-10,"ABHD17C"
"ENSG00000177570",590.292981068429,0.478658751312668,0.0686385192803045,6.97361709331071,3.0889410773332e-12,2.61170542241138e-10,"SAMD12"
"ENSG00000227036",430.672109674267,0.672529800390487,0.0964686813681884,6.97148329232021,3.13616570801799e-12,2.64181306900597e-10,"LINC00511"
"ENSG00000112473",472.643520174264,0.545063037258249,0.0781908153485455,6.9709343076749,3.1484297245317e-12,2.64235740423428e-10,"SLC39A7"
"ENSG00000079819",876.534252375599,-0.567406649529357,0.0814802085259511,-6.96373585431658,3.31365660085705e-12,2.77080168124606e-10,"EPB41L2"
"ENSG00000262097",101.414967862574,0.708984775221599,0.101840317150755,6.96172984390929,3.36119611480085e-12,2.80025803791321e-10,"ENSG00000262097"
"ENSG00000185624",1827.56041540928,0.567971707498545,0.0816032949486896,6.96015654583155,3.39894831203692e-12,2.82137519740758e-10,"P4HB"
"ENSG00000099219",826.072935575521,0.660436818599315,0.0949219439304621,6.95768324217145,3.45913875453145e-12,2.86089643029321e-10,"ERMP1"
"ENSG00000132692",12.1818511932451,1.14399816287181,0.164582809990681,6.95089701613788,3.62970777340429e-12,2.99108962312707e-10,"BCAN"
"ENSG00000163898",319.209311636615,0.798704376189631,0.114987133425614,6.9460325898664,3.7570201339913e-12,3.08482548474722e-10,"LIPH"
"ENSG00000161896",87.0614965940661,0.971591502428692,0.139915906309869,6.94411041641632,3.80852542261057e-12,3.11586698603794e-10,"IP6K3"
"ENSG00000270571",53.3984859272539,-0.989148633342511,0.142627256566873,-6.93520058614277,4.05645176601629e-12,3.30680784825356e-10,"ENSG00000270571"
"ENSG00000109861",2301.45256384731,0.740680999115753,0.106959285236069,6.92488732961337,4.36322647817584e-12,3.5441865364154e-10,"CTSC"
"ENSG00000055732",70.5214703113601,-0.649152735557269,0.0937888598264102,-6.92142688117499,4.47116903592118e-12,3.61894194138759e-10,"MCOLN3"
"ENSG00000143546",162.999555185681,1.5110081361591,0.218399989208048,6.91853576384433,4.5633559681357e-12,3.68045986309498e-10,"S100A8"
"ENSG00000135773",231.611542006278,1.00172568884789,0.14484039100312,6.91606589784964,4.64358457737702e-12,3.73193242501283e-10,"CAPN9"
"ENSG00000230368",31.4881091677384,-1.06027050031324,0.153370111589737,-6.91314943520055,4.74010148707384e-12,3.79608690922561e-10,"FAM41C"
"ENSG00000006747",264.645355234376,0.817247368878462,0.118305236055485,6.90795603074721,4.91686313723148e-12,3.92382930502431e-10,"SCIN"
"ENSG00000033800",511.620605014085,-0.297333471446235,0.0431246902905275,-6.89473870868693,5.39638986695612e-12,4.29145073895280e-10,"PIAS1"
"ENSG00000006210",1024.59367796299,-0.675859178118454,0.0980414025739937,-6.89360984619095,5.43940806493667e-12,4.31058874665225e-10,"CX3CL1"
"ENSG00000166415",40.2632691805896,1.33813165687927,0.194191457844679,6.89078537094848,5.54851995558411e-12,4.38178950936823e-10,"WDR72"
"ENSG00000148734",11.1509748544843,-1.39953006017585,0.203144456267584,-6.88933424957643,5.60540931757312e-12,4.40477111553146e-10,"NPFFR1"
"ENSG00000167617",45.7427939404632,0.985790208548714,0.143105266439017,6.88856694850428,5.63572104563689e-12,4.40477111553146e-10,"CDC42EP5"
"ENSG00000221926",149.16756700555,0.698143862935409,0.101342875124524,6.88892891658708,5.62140176768805e-12,4.40477111553146e-10,"TRIM16"
"ENSG00000166670",278.426418551423,-1.30330707057536,0.189450366212909,-6.87941172470827,6.01002261143713e-12,4.68123131077144e-10,"MMP10"
"ENSG00000147642",531.232078039833,0.4670466578846,0.0679068965394604,6.87775000309728,6.08052537590796e-12,4.71998188224064e-10,"SYBU"
"ENSG00000152104",1260.7971351539,-0.393377325538533,0.0572105382228661,-6.87595918091375,6.15741310114959e-12,4.76340828478048e-10,"PTPN14"
"ENSG00000164056",601.391040887141,-0.524606339018145,0.0763498852848304,-6.87108221657508,6.37166558698615e-12,4.91244617323434e-10,"SPRY1"
"ENSG00000251191",16.6476896094371,1.06090543869384,0.154511507904012,6.86619044163952,6.59390350363144e-12,5.06661288130384e-10,"LINC00589"
"ENSG00000206549",7.52397923964407,-1.3693724900857,0.199894356650311,-6.85048098922192,7.36020930003872e-12,5.63638384916097e-10,"PRSS50"
"ENSG00000162144",288.895709271114,0.446845400957995,0.0653309514719022,6.83971977891943,7.93482381517742e-12,6.05602794806695e-10,"CYB561A3"
"ENSG00000179104",559.087862578067,0.350807546263599,0.0514833000650518,6.81400659670875,9.49173493471542e-12,7.22006753696212e-10,"TMTC2"
"ENSG00000236318",43.2521340190092,0.909071397303685,0.133662325277093,6.8012537969776,1.03712523770974e-11,7.86279213549008e-10,"ENSG00000236318"
"ENSG00000167202",731.156181796623,-0.337318577620029,0.0496335019801045,-6.79618733643342,1.07424074325305e-11,8.11712008788949e-10,"TBC1D2B"
"ENSG00000245466",30.5307977672049,1.07358751814153,0.158046217374471,6.79287069299357,1.09923900681316e-11,8.27850727515184e-10,"ENSG00000245466"
"ENSG00000136158",458.742085380099,-0.56438587238804,0.0830918670532551,-6.79231183993392,1.10350693495936e-11,8.28322169264547e-10,"SPRY2"
"ENSG00000064787",667.824449116383,0.653519359958825,0.0964235352968075,6.77759177722726,1.22195529439754e-11,9.11218072648449e-10,"BCAS1"
"ENSG00000155265",18.3840014898941,1.14205741683518,0.168494518553729,6.77800931827346,1.21842993481987e-11,9.11218072648449e-10,"GOLGA7B"
"ENSG00000116260",1537.39889468137,0.496178534197349,0.0733039411223444,6.76878386892222,1.29869375860146e-11,9.64316405601525e-10,"QSOX1"
"ENSG00000130695",210.883039678605,0.449478692390803,0.0664124808748291,6.76798527129196,1.30588046484906e-11,9.64316405601525e-10,"CEP85"
"ENSG00000229989",44.7356303256905,0.885419383922095,0.130823237047178,6.76805897718915,1.30521554549883e-11,9.64316405601525e-10,"MIR181A1HG"
"ENSG00000074410",225.769625057861,1.36081701100152,0.201082632483421,6.76745173959128,1.31070349082741e-11,9.64745637390896e-10,"CA12"
"ENSG00000183742",724.373103998221,1.03664923814847,0.153228079532525,6.76539992742277,1.32941458526244e-11,9.75361462168029e-10,"MACC1"
"ENSG00000197063",216.423859533712,0.470165866291645,0.0695063804345242,6.76435549301184,1.33903932647798e-11,9.7926400133168e-10,"MAFG"
"ENSG00000165105",466.100038632321,0.668478390009344,0.0989376974157877,6.75655900096451,1.41307452904022e-11,1.03009509899009e-09,"RASEF"
"ENSG00000101213",137.59335518066,0.860360731508206,0.127776951458123,6.73330144200678,1.65855946939129e-11,1.20518455501072e-09,"PTK6"
"ENSG00000114346",223.445549951531,0.770884342794425,0.114558009473881,6.72920511044829,1.70592440248969e-11,1.23565428694986e-09,"ECT2"
"ENSG00000117620",1120.11218726033,0.565583832808108,0.084162776430171,6.72011852267454,1.81576805110534e-11,1.31104217632825e-09,"SLC35A3"
"ENSG00000139364",57.296962142492,1.03583980281997,0.1543050585174,6.71293483682626,1.90748312964096e-11,1.37290494622006e-09,"TMEM132B"
"ENSG00000154122",667.437928379667,-0.347016498874508,0.0517007474054732,-6.71202093372003,1.91947148509151e-11,1.37717537718995e-09,"ANKH"
"ENSG00000163827",103.677388210254,-0.674561310855629,0.10063348020493,-6.70314998032414,2.03973915661241e-11,1.45886249616329e-09,"LRRC2"
"ENSG00000140279",248.260110158496,1.20099189186637,0.179224690254628,6.70104041000212,2.06940798956667e-11,1.47544248635437e-09,"DUOX2"
"ENSG00000104915",159.163688941542,0.379020476943031,0.056579981290041,6.69884415479198,2.10074481477588e-11,1.49310437710196e-09,"STX10"
"ENSG00000060140",104.01975309853,0.683954047984614,0.102185714847421,6.69324522518499,2.18274898650487e-11,1.54223502544881e-09,"STYK1"
"ENSG00000158715",144.056693877529,0.738254122284376,0.110299136216401,6.69319949012074,2.18343157841416e-11,1.54223502544881e-09,"SLC45A3"
"ENSG00000137842",212.67574487721,0.431488633224819,0.0644715255335741,6.69270084201929,2.19088743260892e-11,1.54271033335162e-09,"TMEM62"
"ENSG00000008277",125.23210631256,-0.531963031245776,0.0795346608808968,-6.68844281667826,2.25557749194784e-11,1.58335970607598e-09,"ADAM22"
